client_id,company_id
201,182
273,583
273,182
757,583
757,182
274,583
274,182
279,583
279,182
272,583
272,182
756,583
756,182
210,583
210,182
755,583
755,182
754,583
754,182
206,583
206,182
753,583
753,182
209,583
209,182
851,583
851,182
752,583
752,182
207,583
207,182
751,583
751,182
208,583
208,182
750,583
750,182
268,583
268,182
749,583
749,182
748,583
748,182
266,583
266,182
261,583
261,182
747,583
747,182
746,583
746,182
852,583
852,182
262,583
262,182
745,583
745,182
263,583
263,182
744,583
744,182
215,583
215,182
853,583
853,182
743,583
743,182
264,583
264,182
265,583
265,182
742,583
742,182
741,583
741,182
205,583
205,182
267,583
267,182
740,583
740,182
870,583
870,182
200,583
200,182
850,583
850,182
246,583
246,182
244,583
244,182
738,583
738,182
394,583
394,182
737,583
737,182
248,583
248,182
736,583
736,182
861,583
861,182
735,583
735,182
957,583
957,182
865,583
865,182
862,583
862,182
383,583
383,182
245,583
245,182
734,583
734,182
739,583
739,182
864,583
864,182
8,583
8,182
863,583
863,182
7,583
7,182
970,583
970,182
733,583
733,182
855,583
855,182
956,583
956,182
388,583
388,182
971,583
971,182
389,583
389,182
732,583
732,182
955,583
955,182
854,583
854,182
969,583
969,182
9,583
9,182
972,583
972,182
731,583
731,182
954,583
954,182
10,583
10,182
968,583
968,182
730,583
730,182
953,583
953,182
390,583
390,182
967,583
967,182
11,583
11,182
247,583
247,182
392,583
392,182
12,583
12,182
729,583
729,182
966,583
966,182
393,583
393,182
391,583
391,182
728,583
728,182
965,583
965,182
13,583
13,182
856,583
856,182
964,583
964,182
14,583
14,182
387,583
387,182
727,583
727,182
386,583
386,182
18,583
18,182
857,583
857,182
963,583
963,182
726,583
726,182
962,583
962,182
858,583
858,182
17,583
17,182
952,583
952,182
15,583
15,182
961,583
961,182
16,583
16,182
385,583
385,182
960,583
960,182
859,583
859,182
384,583
384,182
959,583
959,182
958,583
958,182
860,583
860,182
725,583
725,182
19,583
19,182
583,583
583,182
723,583
723,182
584,583
584,182
722,583
722,182
585,583
585,182
586,583
586,182
721,583
721,182
20,583
20,182
366,583
366,182
587,583
587,182
352,583
352,182
365,583
365,182
720,583
720,182
588,583
588,182
724,583
724,182
589,583
589,182
21,583
21,182
590,583
590,182
719,583
719,182
22,583
22,182
591,583
591,182
362,583
362,182
592,583
592,182
718,583
718,182
364,583
364,182
593,583
593,182
23,583
23,182
363,583
363,182
717,583
717,182
594,583
594,182
24,583
24,182
351,583
351,182
595,583
595,182
1084,583
1084,182
716,583
716,182
361,583
361,182
596,583
596,182
25,583
25,182
350,583
350,182
1083,583
1083,182
597,583
597,182
26,583
26,182
360,583
360,182
598,583
598,182
715,583
715,182
367,583
367,182
358,583
358,182
32,583
32,182
356,583
356,182
714,583
714,182
349,583
349,182
1082,583
1082,182
27,583
27,182
348,583
348,182
359,583
359,182
713,583
713,182
1085,583
1085,182
28,583
28,182
357,583
357,182
1086,583
1086,182
1087,583
1087,182
712,583
712,182
1093,583
1093,182
353,583
353,182
1088,583
1088,182
29,583
29,182
354,583
354,182
1089,583
1089,182
711,583
711,182
30,583
30,182
1090,583
1090,182
1091,583
1091,182
355,583
355,182
1092,583
1092,182
31,583
31,182
950,583
950,182
949,583
949,182
948,583
948,182
947,583
947,182
951,583
951,182
934,583
934,182
946,583
946,182
945,583
945,182
944,583
944,182
933,583
933,182
932,583
932,182
943,583
943,182
931,583
931,182
942,583
942,182
930,583
930,182
941,583
941,182
929,583
929,182
940,583
940,182
939,583
939,182
938,583
938,182
928,583
928,182
334,583
334,182
937,583
937,182
936,583
936,182
332,583
332,182
935,583
935,182
333,583
333,182
709,583
709,182
33,583
33,182
708,583
708,182
34,583
34,182
707,583
707,182
706,583
706,182
705,583
705,182
710,583
710,182
35,583
35,182
36,583
36,182
704,583
704,182
37,583
37,182
703,583
703,182
43,583
43,182
38,583
38,182
702,583
702,182
701,583
701,182
39,583
39,182
40,583
40,182
700,583
700,182
699,583
699,182
698,583
698,182
41,583
41,182
42,583
42,182
697,583
697,182
45,583
45,182
44,583
44,182
696,583
696,182
693,583
693,182
1122,583
1122,182
694,583
694,182
177,583
177,182
1123,583
1123,182
692,583
692,182
175,583
175,182
695,583
695,182
1124,583
1124,182
46,583
46,182
172,583
172,182
158,583
158,182
691,583
691,182
1125,583
1125,182
157,583
157,182
174,583
174,182
690,583
690,182
1126,583
1126,182
178,583
178,182
171,583
171,182
1127,583
1127,182
689,583
689,182
1128,583
1128,182
173,583
173,182
1129,583
1129,182
688,583
688,182
1130,583
1130,182
47,583
47,182
687,583
687,182
1131,583
1131,182
156,583
156,182
169,583
169,182
686,583
686,182
1132,583
1132,182
48,583
48,182
155,583
155,182
170,583
170,182
1133,583
1133,182
685,583
685,182
1134,583
1134,182
168,583
168,182
1135,583
1135,182
684,583
684,182
165,583
165,182
1136,583
1136,182
166,583
166,182
49,583
49,182
154,583
154,182
683,583
683,182
1137,583
1137,182
153,583
153,182
682,583
682,182
1138,583
1138,182
50,583
50,182
167,583
167,182
54,583
54,182
1139,583
1139,182
681,583
681,182
1140,583
1140,182
164,583
164,182
1141,583
1141,182
680,583
680,182
163,583
163,182
1142,583
1142,182
51,583
51,182
679,583
679,182
1143,583
1143,182
161,583
161,182
162,583
162,182
1149,583
1149,182
159,583
159,182
678,583
678,182
1144,583
1144,182
52,583
52,182
1145,583
1145,182
160,583
160,182
1146,583
1146,182
1147,583
1147,182
152,583
152,182
677,583
677,182
1148,583
1148,182
53,583
53,182
55,583
55,182
675,583
675,182
674,583
674,182
673,583
673,182
148,583
148,182
672,583
672,182
676,583
676,182
671,583
671,182
670,583
670,182
56,583
56,182
669,583
669,182
668,583
668,182
667,583
667,182
666,583
666,182
57,583
57,182
58,583
58,182
665,583
665,182
64,583
64,182
664,583
664,182
663,583
663,182
59,583
59,182
60,583
60,182
662,583
662,182
61,583
61,182
62,583
62,182
66,583
66,182
886,583
886,182
63,583
63,182
661,583
661,182
65,583
65,182
67,583
67,182
659,583
659,182
658,583
658,182
68,583
68,182
657,583
657,182
69,583
69,182
70,583
70,182
656,583
656,182
71,583
71,182
72,583
72,182
660,583
660,182
655,583
655,182
74,583
74,182
73,583
73,182
654,583
654,182
75,583
75,182
76,583
76,182
81,583
81,182
653,583
653,182
77,583
77,182
78,583
78,182
652,583
652,182
83,583
83,182
79,583
79,182
80,583
80,182
84,583
84,182
82,583
82,182
651,583
651,182
85,583
85,182
649,583
649,182
648,583
648,182
86,583
86,182
647,583
647,182
87,583
87,182
646,583
646,182
88,583
88,182
650,583
650,182
89,583
89,182
645,583
645,182
90,583
90,182
644,583
644,182
643,583
643,182
91,583
91,182
92,583
92,182
642,583
642,182
641,583
641,182
640,583
640,182
93,583
93,182
639,583
639,182
97,583
97,182
638,583
638,182
94,583
94,182
96,583
96,182
637,583
637,182
636,583
636,182
95,583
95,182
147,583
147,182
1206,583
1206,182
1207,583
1207,182
901,583
901,182
905,583
905,182
902,583
902,182
1208,583
1208,182
134,583
134,182
904,583
904,182
1209,583
1209,182
903,583
903,182
1210,583
1210,182
1211,583
1211,182
141,583
141,182
1212,583
1212,182
151,583
151,182
1213,583
1213,182
176,583
176,182
1214,583
1214,182
1215,583
1215,182
145,583
145,182
146,583
146,182
1216,583
1216,182
144,583
144,182
1217,583
1217,182
140,583
140,182
1218,583
1218,182
150,583
150,182
143,583
143,182
1219,583
1219,182
139,583
139,182
1220,583
1220,182
900,583
900,182
1221,583
1221,182
899,583
899,182
135,583
135,182
1222,583
1222,182
1223,583
1223,182
136,583
136,182
1224,583
1224,182
898,583
898,182
1225,583
1225,182
142,583
142,182
897,583
897,182
1226,583
1226,182
1227,583
1227,182
896,583
896,182
1233,583
1233,182
1228,583
1228,182
137,583
137,182
1229,583
1229,182
138,583
138,182
1230,583
1230,182
1231,583
1231,182
895,583
895,182
1232,583
1232,182
115,583
115,182
113,583
113,182
114,583
114,182
633,583
633,182
634,583
634,182
131,583
131,182
132,583
132,182
632,583
632,182
635,583
635,182
133,583
133,182
631,583
631,182
130,583
130,182
630,583
630,182
98,583
98,182
129,583
129,182
112,583
112,182
629,583
629,182
111,583
111,182
104,583
104,182
128,583
128,182
628,583
628,182
126,583
126,182
125,583
125,182
627,583
627,182
127,583
127,182
626,583
626,182
99,583
99,182
124,583
124,182
625,583
625,182
105,583
105,182
110,583
110,182
109,583
109,182
100,583
100,182
120,583
120,182
123,583
123,182
624,583
624,182
623,583
623,182
122,583
122,182
622,583
622,182
101,583
101,182
108,583
108,182
621,583
621,182
102,583
102,182
107,583
107,182
619,583
619,182
119,583
119,182
118,583
118,182
620,583
620,182
618,583
618,182
103,583
103,182
117,583
117,182
121,583
121,182
617,583
617,182
106,583
106,182
116,583
116,182
527,583
527,182
1031,583
1031,182
1032,583
1032,182
528,583
528,182
1033,583
1033,182
529,583
529,182
1034,583
1034,182
530,583
530,182
1035,583
1035,182
531,583
531,182
1036,583
1036,182
532,583
532,182
1037,583
1037,182
533,583
533,182
1038,583
1038,182
534,583
534,182
1039,583
1039,182
535,583
535,182
1040,583
1040,182
536,583
536,182
1041,583
1041,182
537,583
537,182
1042,583
1042,182
538,583
538,182
1043,583
1043,182
539,583
539,182
1044,583
1044,182
540,583
540,182
1045,583
1045,182
541,583
541,182
1046,583
1046,182
542,583
542,182
1047,583
1047,182
543,583
543,182
544,583
544,182
1048,583
1048,182
545,583
545,182
1049,583
1049,182
546,583
546,182
1050,583
1050,182
547,583
547,182
1051,583
1051,182
548,583
548,182
1052,583
1052,182
549,583
549,182
1053,583
1053,182
1058,583
1058,182
554,583
554,182
550,583
550,182
1054,583
1054,182
1055,583
1055,182
551,583
551,182
552,583
552,182
1056,583
1056,182
553,583
553,182
1057,583
1057,182
1002,583
1002,182
1001,583
1001,182
1000,583
1000,182
395,583
395,182
999,583
999,182
399,583
399,182
998,583
998,182
1003,583
1003,182
997,583
997,182
996,583
996,182
397,583
397,182
396,583
396,182
995,583
995,182
994,583
994,182
993,583
993,182
992,583
992,182
991,583
991,182
990,583
990,182
989,583
989,182
988,583
988,182
987,583
987,182
398,583
398,182
986,583
986,182
